epoch,bbox_reshaped_binary_io_u,bbox_reshaped_mae,label_reshaped_binary_accuracy,label_reshaped_precision,label_reshaped_recall,loss,val_bbox_reshaped_binary_io_u,val_bbox_reshaped_mae,val_label_reshaped_binary_accuracy,val_label_reshaped_precision,val_label_reshaped_recall,val_loss
11,0.5595527291297913,0.06302759796380997,0.9840646386146545,0.9865361452102661,0.9864657521247864,0.046059850603342056,0.9690499901771545,0.03430419787764549,0.9859026074409485,0.9911085963249207,0.9969214797019958,0.03188212960958481
12,0.5587388873100281,0.06217304989695549,0.9845672845840454,0.9871228933334351,0.9866941571235657,0.04503536969423294,0.9729974269866943,0.032968003302812576,0.9897124171257019,0.9950850009918213,0.9940111041069031,0.029674241319298744
13,0.5580970644950867,0.061494577676057816,0.9847402572631836,0.9873759746551514,0.9872732758522034,0.043434325605630875,0.9629392027854919,0.03480083495378494,0.9873530864715576,0.9918832778930664,0.9967180490493774,0.030806591734290123
14,0.5573552846908569,0.06066274642944336,0.9858183264732361,0.9881047010421753,0.9880563020706177,0.04171955958008766,0.9699587225914001,0.03265465795993805,0.9892536997795105,0.9946069717407227,0.9951964616775513,0.028107618913054466
15,0.5567616820335388,0.06000078469514847,0.9869051575660706,0.9892852306365967,0.9886497259140015,0.03895563632249832,0.9643147587776184,0.03280229866504669,0.9887285828590393,0.9933964014053345,0.9967445731163025,0.027940670028328896
16,0.5562850832939148,0.059306882321834564,0.9867894649505615,0.9890003204345703,0.9888026714324951,0.03917621076107025,0.9667741060256958,0.032242871820926666,0.9881033301353455,0.9931221008300781,0.9963287711143494,0.02851874567568302
17,0.5557976961135864,0.05875889211893082,0.9875037670135498,0.9896602630615234,0.9891840219497681,0.03715485706925392,0.9672951102256775,0.031918562948703766,0.988153338432312,0.9930793046951294,0.9964703321456909,0.028440989553928375
18,0.5552645325660706,0.05811532959342003,0.9879841804504395,0.9900321364402771,0.989810049533844,0.03600122407078743,0.967972457408905,0.030574778094887733,0.9887869954109192,0.9931851029396057,0.9965764880180359,0.02704966627061367
19,0.5548483729362488,0.05754546448588371,0.9880070090293884,0.9899085760116577,0.9897692799568176,0.036138247698545456,0.9603715538978577,0.03223588317632675,0.9892204403877258,0.9934418201446533,0.996992290019989,0.027088915929198265
20,0.554417073726654,0.05693979933857918,0.9889878630638123,0.9909340143203735,0.990527868270874,0.03326684609055519,0.9619367122650146,0.030568888410925865,0.9882032871246338,0.9925084114074707,0.9973549842834473,0.02723798155784607
21,0.554277241230011,0.05644005909562111,0.988706111907959,0.9906675219535828,0.9905604720115662,0.03359011560678482,0.9597817063331604,0.031145170331001282,0.9903126955032349,0.9947687983512878,0.9958688020706177,0.025841284543275833
22,0.554093062877655,0.05591787025332451,0.9888091683387756,0.9905032515525818,0.9907032251358032,0.0337785929441452,0.9613552689552307,0.030197981745004654,0.9905210137367249,0.9948603510856628,0.9965764880180359,0.024643192067742348
23,0.5539475679397583,0.05548590421676636,0.9898447394371033,0.9915755391120911,0.9912823438644409,0.031550563871860504,0.9628016948699951,0.029979566112160683,0.989812433719635,0.9947429895401001,0.9959749579429626,0.0265327338129282
24,0.5537682175636292,0.05514604598283768,0.9895296096801758,0.9911037683486938,0.9909723997116089,0.03204624354839325,0.9636624455451965,0.02867872640490532,0.9916466474533081,0.9966223835945129,0.9945064783096313,0.025093331933021545
