epoch,bbox_reshaped_binary_io_u,bbox_reshaped_mae,label_reshaped_binary_accuracy,label_reshaped_precision,label_reshaped_recall,loss,val_bbox_reshaped_binary_io_u,val_bbox_reshaped_mae,val_label_reshaped_binary_accuracy,val_label_reshaped_precision,val_label_reshaped_recall,val_loss
10,0.2872491180896759,0.061145056039094925,0.9825350046157837,0.9856372475624084,0.9857800602912903,0.04901840537786484,0.2843989133834839,0.06217849999666214,0.9870460033416748,0.9892289638519287,0.9904626607894897,0.03908976539969444
11,0.2869545817375183,0.059885174036026,0.9827620387077332,0.9859786629676819,0.986108660697937,0.04797070845961571,0.2825131118297577,0.06097501516342163,0.985672652721405,0.9872965812683105,0.9922822117805481,0.038350820541381836
12,0.2867415249347687,0.05882186442613602,0.9842219352722168,0.9872956275939941,0.9869562387466431,0.0448160395026207,0.2825477123260498,0.06036568060517311,0.9856615662574768,0.9862787127494812,0.9926706552505493,0.03779670223593712
13,0.28639593720436096,0.05796730890870094,0.984870195388794,0.987556517124176,0.9878383278846741,0.04299777001142502,0.2857835292816162,0.05991951748728752,0.9866804480552673,0.9891016483306885,0.9917506575584412,0.03638270124793053
14,0.2861904203891754,0.05726192146539688,0.9851657152175903,0.9879648685455322,0.9880567193031311,0.04236188158392906,0.2835584580898285,0.06079491972923279,0.9857776761054993,0.9868432879447937,0.9936928749084473,0.036423489451408386
15,0.28606119751930237,0.056696414947509766,0.9855026602745056,0.988156795501709,0.9882080554962158,0.0415964275598526,0.28361591696739197,0.05852058529853821,0.9850407242774963,0.984712541103363,0.9949093461036682,0.036923252046108246
16,0.28565314412117004,0.05582753196358681,0.9863196611404419,0.9888918995857239,0.9889475107192993,0.03963317349553108,0.28432485461235046,0.05799136683344841,0.9876446723937988,0.9888010025024414,0.992813766002655,0.034195054322481155
17,0.28558310866355896,0.055093251168727875,0.9864259362220764,0.9889554977416992,0.988703191280365,0.03945394605398178,0.2816470265388489,0.05726145952939987,0.9858662486076355,0.9858318567276001,0.9943573474884033,0.036087993532419205
18,0.2853056490421295,0.05428661033511162,0.9870041608810425,0.9894358515739441,0.9894123077392578,0.03747394680976868,0.2849970757961273,0.05615900456905365,0.9884694814682007,0.9889086484909058,0.9934475421905518,0.033264435827732086
19,0.2851994037628174,0.053792163729667664,0.9878614544868469,0.9900755286216736,0.9902382493019104,0.03532465919852257,0.2861151397228241,0.05643182992935181,0.9901255965232849,0.9949560165405273,0.9860159754753113,0.03530432656407356
20,0.28509095311164856,0.05308006331324577,0.9884011149406433,0.9905902147293091,0.9903138875961304,0.03462599590420723,0.2814587354660034,0.0552779920399189,0.9900535941123962,0.9923367500305176,0.9914542436599731,0.032097671180963516
21,0.28492462635040283,0.0524974949657917,0.9883110523223877,0.9905638098716736,0.9904695749282837,0.03421185910701752,0.28323793411254883,0.05548260360956192,0.988746166229248,0.9907132387161255,0.9923639893531799,0.031472451984882355
22,0.28475886583328247,0.052015092223882675,0.9891093969345093,0.9909323453903198,0.9911787509918213,0.03301797807216644,0.2856658101081848,0.0554833747446537,0.9887409210205078,0.9907808899879456,0.992026686668396,0.032486606389284134
23,0.2846655547618866,0.05161723494529724,0.9892364740371704,0.9912920594215393,0.9911506175994873,0.032446008175611496,0.27985674142837524,0.05526499077677727,0.9883863925933838,0.9901333451271057,0.9919653534889221,0.03282729163765907
24,0.28464847803115845,0.05122707784175873,0.9892581105232239,0.9910391569137573,0.9911463260650635,0.03212706372141838,0.28291186690330505,0.053895603865385056,0.9896379113197327,0.9917603731155396,0.9929262399673462,0.030377866700291634
